T04,International migrants and refugees,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
288,Ghana,2010,"Asylum seekers, including pending cases (number)",749,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
288,Ghana,2010,Other of concern to UNHCR (number),184,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
288,Ghana,2010,Total population of concern to UNHCR (number),"14,761",Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
288,Ghana,2015,International migrant stock: Both sexes (number),"414,744",Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
288,Ghana,2015,International migrant stock: Both sexes (% total population),1.4,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
288,Ghana,2015,International migrant stock: Male (% total Population),1.5,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
288,Ghana,2015,International migrant stock: Female (% total Population),1.3,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
288,Ghana,2015,Total refugees and people in refugee-like situations (number),"18,476",,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
288,Ghana,2015,"Asylum seekers, including pending cases (number)","2,855",,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
288,Ghana,2015,Total population of concern to UNHCR (number),"21,331",,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
288,Ghana,2023,Total refugees and people in refugee-like situations (number),"6,866",,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
288,Ghana,2023,"Asylum seekers, including pending cases (number)","4,209",,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
288,Ghana,2023,Other of concern to UNHCR (number),0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
288,Ghana,2023,Total population of concern to UNHCR (number),"11,075",,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
288,Ghana,2024,International migrant stock: Both sexes (number),"532,286",Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
288,Ghana,2024,International migrant stock: Both sexes (% total population),1.5,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
288,Ghana,2024,International migrant stock: Male (% total Population),1.7,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
288,Ghana,2024,International migrant stock: Female (% total Population),1.4,Including refugees.,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
288,Ghana,2024,Total refugees and people in refugee-like situations (number),"7,091",,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
288,Ghana,2024,"Asylum seekers, including pending cases (number)","5,239",,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
288,Ghana,2024,Total population of concern to UNHCR (number),"12,330",,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
292,Gibraltar,2005,International migrant stock: Both sexes (number),"9,211","For statistical purposes, the international migrant population includes persons born in United Kingdom, Anguilla, Bermuda, British Virgin Islands, Cayman Islands, Channel Islands, Falkland Islands (Malvinas), Isle of Man, Montserrat, Saint Helena, and Turks and Caicos Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
292,Gibraltar,2005,International migrant stock: Both sexes (% total population),31.6,"For statistical purposes, the international migrant population includes persons born in United Kingdom, Anguilla, Bermuda, British Virgin Islands, Cayman Islands, Channel Islands, Falkland Islands (Malvinas), Isle of Man, Montserrat, Saint Helena, and Turks and Caicos Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
292,Gibraltar,2005,International migrant stock: Male (% total Population),31,"For statistical purposes, the international migrant population includes persons born in United Kingdom, Anguilla, Bermuda, British Virgin Islands, Cayman Islands, Channel Islands, Falkland Islands (Malvinas), Isle of Man, Montserrat, Saint Helena, and Turks and Caicos Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
292,Gibraltar,2005,International migrant stock: Female (% total Population),32.1,"For statistical purposes, the international migrant population includes persons born in United Kingdom, Anguilla, Bermuda, British Virgin Islands, Cayman Islands, Channel Islands, Falkland Islands (Malvinas), Isle of Man, Montserrat, Saint Helena, and Turks and Caicos Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
292,Gibraltar,2010,International migrant stock: Both sexes (number),"10,369","For statistical purposes, the international migrant population includes persons born in United Kingdom, Anguilla, Bermuda, British Virgin Islands, Cayman Islands, Channel Islands, Falkland Islands (Malvinas), Isle of Man, Montserrat, Saint Helena, and Turks and Caicos Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
292,Gibraltar,2010,International migrant stock: Both sexes (% total population),33.2,"For statistical purposes, the international migrant population includes persons born in United Kingdom, Anguilla, Bermuda, British Virgin Islands, Cayman Islands, Channel Islands, Falkland Islands (Malvinas), Isle of Man, Montserrat, Saint Helena, and Turks and Caicos Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
292,Gibraltar,2010,International migrant stock: Male (% total Population),33.1,"For statistical purposes, the international migrant population includes persons born in United Kingdom, Anguilla, Bermuda, British Virgin Islands, Cayman Islands, Channel Islands, Falkland Islands (Malvinas), Isle of Man, Montserrat, Saint Helena, and Turks and Caicos Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
292,Gibraltar,2010,International migrant stock: Female (% total Population),33.2,"For statistical purposes, the international migrant population includes persons born in United Kingdom, Anguilla, Bermuda, British Virgin Islands, Cayman Islands, Channel Islands, Falkland Islands (Malvinas), Isle of Man, Montserrat, Saint Helena, and Turks and Caicos Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
292,Gibraltar,2015,International migrant stock: Both sexes (number),"11,065","For statistical purposes, the international migrant population includes persons born in United Kingdom, Anguilla, Bermuda, British Virgin Islands, Cayman Islands, Channel Islands, Falkland Islands (Malvinas), Isle of Man, Montserrat, Saint Helena, and Turks and Caicos Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
292,Gibraltar,2015,International migrant stock: Both sexes (% total population),33.3,"For statistical purposes, the international migrant population includes persons born in United Kingdom, Anguilla, Bermuda, British Virgin Islands, Cayman Islands, Channel Islands, Falkland Islands (Malvinas), Isle of Man, Montserrat, Saint Helena, and Turks and Caicos Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
292,Gibraltar,2015,International migrant stock: Male (% total Population),33.7,"For statistical purposes, the international migrant population includes persons born in United Kingdom, Anguilla, Bermuda, British Virgin Islands, Cayman Islands, Channel Islands, Falkland Islands (Malvinas), Isle of Man, Montserrat, Saint Helena, and Turks and Caicos Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
292,Gibraltar,2015,International migrant stock: Female (% total Population),33,"For statistical purposes, the international migrant population includes persons born in United Kingdom, Anguilla, Bermuda, British Virgin Islands, Cayman Islands, Channel Islands, Falkland Islands (Malvinas), Isle of Man, Montserrat, Saint Helena, and Turks and Caicos Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
292,Gibraltar,2024,International migrant stock: Both sexes (number),"11,291","For statistical purposes, the international migrant population includes persons born in United Kingdom, Anguilla, Bermuda, British Virgin Islands, Cayman Islands, Channel Islands, Falkland Islands (Malvinas), Isle of Man, Montserrat, Saint Helena, and Turks and Caicos Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
292,Gibraltar,2024,International migrant stock: Both sexes (% total population),28.7,"For statistical purposes, the international migrant population includes persons born in United Kingdom, Anguilla, Bermuda, British Virgin Islands, Cayman Islands, Channel Islands, Falkland Islands (Malvinas), Isle of Man, Montserrat, Saint Helena, and Turks and Caicos Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
292,Gibraltar,2024,International migrant stock: Male (% total Population),29.2,"For statistical purposes, the international migrant population includes persons born in United Kingdom, Anguilla, Bermuda, British Virgin Islands, Cayman Islands, Channel Islands, Falkland Islands (Malvinas), Isle of Man, Montserrat, Saint Helena, and Turks and Caicos Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
292,Gibraltar,2024,International migrant stock: Female (% total Population),28.3,"For statistical purposes, the international migrant population includes persons born in United Kingdom, Anguilla, Bermuda, British Virgin Islands, Cayman Islands, Channel Islands, Falkland Islands (Malvinas), Isle of Man, Montserrat, Saint Helena, and Turks and Caicos Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
300,Greece,2005,International migrant stock: Both sexes (number),"1,190,707",,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
300,Greece,2005,International migrant stock: Both sexes (% total population),10.8,,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
300,Greece,2005,International migrant stock: Male (% total Population),10.9,,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
300,Greece,2005,International migrant stock: Female (% total Population),10.8,,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
300,Greece,2005,Total refugees and people in refugee-like situations (number),"2,390",Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
300,Greece,2005,"Asylum seekers, including pending cases (number)","8,867",Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
300,Greece,2005,Other of concern to UNHCR (number),"3,000",Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
300,Greece,2005,Total population of concern to UNHCR (number),"14,257",Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
300,Greece,2010,International migrant stock: Both sexes (number),"1,321,149",,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
300,Greece,2010,International migrant stock: Both sexes (% total population),11.9,,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
300,Greece,2010,International migrant stock: Male (% total Population),11.8,,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
300,Greece,2010,International migrant stock: Female (% total Population),12,,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
300,Greece,2010,Total refugees and people in refugee-like situations (number),"1,444",Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
300,Greece,2010,"Asylum seekers, including pending cases (number)","55,724",Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
300,Greece,2010,Other of concern to UNHCR (number),260,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
300,Greece,2010,Total population of concern to UNHCR (number),"57,428",Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
300,Greece,2015,International migrant stock: Both sexes (number),"1,242,924",,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
300,Greece,2015,International migrant stock: Both sexes (% total population),11.5,,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
300,Greece,2015,International migrant stock: Male (% total Population),10.9,,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
300,Greece,2015,International migrant stock: Female (% total Population),12,,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
300,Greece,2015,Total refugees and people in refugee-like situations (number),"8,231",,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
300,Greece,2015,"Asylum seekers, including pending cases (number)","29,157",,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
300,Greece,2015,Other of concern to UNHCR (number),214,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
300,Greece,2015,Total population of concern to UNHCR (number),"37,602",,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
300,Greece,2024,International migrant stock: Both sexes (number),"1,423,964",,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
300,Greece,2024,International migrant stock: Both sexes (% total population),14.2,,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
300,Greece,2024,International migrant stock: Male (% total Population),14,,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
300,Greece,2024,International migrant stock: Female (% total Population),14.3,,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
300,Greece,2024,Total refugees and people in refugee-like situations (number),"214,574",,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
300,Greece,2024,"Asylum seekers, including pending cases (number)","20,887","With regards to stateless statistics, the figure for non-displaced stateless is based on the 2021 census. Figures for stateless refugees and stateless asylum-seekers are derived from census data.","United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
300,Greece,2024,Other of concern to UNHCR (number),"6,170",,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
300,Greece,2024,Total population of concern to UNHCR (number),"237,888","With regards to stateless statistics, the figure for non-displaced stateless is based on the 2021 census. Figures for stateless refugees and stateless asylum-seekers are derived from census data.","United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
304,Greenland,2005,International migrant stock: Both sexes (number),"6,556","For statistical purposes, the international migrant population includes persons born in Denmark and Faroe Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
304,Greenland,2005,International migrant stock: Both sexes (% total population),11.5,"For statistical purposes, the international migrant population includes persons born in Denmark and Faroe Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
304,Greenland,2005,International migrant stock: Male (% total Population),14.7,"For statistical purposes, the international migrant population includes persons born in Denmark and Faroe Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
304,Greenland,2005,International migrant stock: Female (% total Population),7.9,"For statistical purposes, the international migrant population includes persons born in Denmark and Faroe Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
304,Greenland,2010,International migrant stock: Both sexes (number),"6,091","For statistical purposes, the international migrant population includes persons born in Denmark and Faroe Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
304,Greenland,2010,International migrant stock: Both sexes (% total population),10.8,"For statistical purposes, the international migrant population includes persons born in Denmark and Faroe Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
304,Greenland,2010,International migrant stock: Male (% total Population),13.7,"For statistical purposes, the international migrant population includes persons born in Denmark and Faroe Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
304,Greenland,2010,International migrant stock: Female (% total Population),7.4,"For statistical purposes, the international migrant population includes persons born in Denmark and Faroe Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
304,Greenland,2015,International migrant stock: Both sexes (number),"6,009","For statistical purposes, the international migrant population includes persons born in Denmark and Faroe Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
304,Greenland,2015,International migrant stock: Both sexes (% total population),10.7,"For statistical purposes, the international migrant population includes persons born in Denmark and Faroe Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
304,Greenland,2015,International migrant stock: Male (% total Population),13.3,"For statistical purposes, the international migrant population includes persons born in Denmark and Faroe Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
304,Greenland,2015,International migrant stock: Female (% total Population),7.8,"For statistical purposes, the international migrant population includes persons born in Denmark and Faroe Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
304,Greenland,2024,International migrant stock: Both sexes (number),"5,812","For statistical purposes, the international migrant population includes persons born in Denmark and Faroe Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
304,Greenland,2024,International migrant stock: Both sexes (% total population),10.4,"For statistical purposes, the international migrant population includes persons born in Denmark and Faroe Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
304,Greenland,2024,International migrant stock: Male (% total Population),12.8,"For statistical purposes, the international migrant population includes persons born in Denmark and Faroe Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
304,Greenland,2024,International migrant stock: Female (% total Population),7.7,"For statistical purposes, the international migrant population includes persons born in Denmark and Faroe Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
308,Grenada,2005,International migrant stock: Both sexes (number),"6,902",,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
308,Grenada,2005,International migrant stock: Both sexes (% total population),6.3,,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
308,Grenada,2005,International migrant stock: Male (% total Population),6.1,,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
308,Grenada,2005,International migrant stock: Female (% total Population),6.4,,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
308,Grenada,2010,International migrant stock: Both sexes (number),"6,980",,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
308,Grenada,2010,International migrant stock: Both sexes (% total population),6.3,,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
308,Grenada,2010,International migrant stock: Male (% total Population),6.1,,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
308,Grenada,2010,International migrant stock: Female (% total Population),6.4,,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
308,Grenada,2010,"Asylum seekers, including pending cases (number)",3,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
308,Grenada,2010,Total population of concern to UNHCR (number),3,Data as at the end of December.,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
308,Grenada,2015,International migrant stock: Both sexes (number),"7,057",,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
308,Grenada,2015,International migrant stock: Both sexes (% total population),6.2,,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
308,Grenada,2015,International migrant stock: Male (% total Population),6,,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
308,Grenada,2015,International migrant stock: Female (% total Population),6.3,,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
308,Grenada,2023,Total refugees and people in refugee-like situations (number),0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
308,Grenada,2023,"Asylum seekers, including pending cases (number)",0,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
308,Grenada,2023,Other of concern to UNHCR (number),234,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
308,Grenada,2023,Total population of concern to UNHCR (number),234,,"United Nations High Commissioner for Refugees (UNHCR), Geneva, UNHCR Population Statistics Database, last accessed May 2025."
308,Grenada,2024,International migrant stock: Both sexes (number),"7,340",,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
308,Grenada,2024,International migrant stock: Both sexes (% total population),6.3,,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
308,Grenada,2024,International migrant stock: Male (% total Population),5.7,,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
308,Grenada,2024,International migrant stock: Female (% total Population),6.8,,"United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
312,Guadeloupe,2005,International migrant stock: Both sexes (number),"89,065","For statistical purposes, the international migrant population includes persons born in Regions of Metropolitan France and in French Guiana, French Polynesia, Martinique, Mayotte, New Caledonia, Réunion, Saint Pierre and Miquelon, Saint Barthélemy, Saint Martin (French part), and Wallis and Futuna Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
312,Guadeloupe,2005,International migrant stock: Both sexes (% total population),21.8,"For statistical purposes, the international migrant population includes persons born in Regions of Metropolitan France and in French Guiana, French Polynesia, Martinique, Mayotte, New Caledonia, Réunion, Saint Pierre and Miquelon, Saint Barthélemy, Saint Martin (French part), and Wallis and Futuna Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
312,Guadeloupe,2005,International migrant stock: Male (% total Population),21.5,"For statistical purposes, the international migrant population includes persons born in Regions of Metropolitan France and in French Guiana, French Polynesia, Martinique, Mayotte, New Caledonia, Réunion, Saint Pierre and Miquelon, Saint Barthélemy, Saint Martin (French part), and Wallis and Futuna Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
312,Guadeloupe,2005,International migrant stock: Female (% total Population),22.1,"For statistical purposes, the international migrant population includes persons born in Regions of Metropolitan France and in French Guiana, French Polynesia, Martinique, Mayotte, New Caledonia, Réunion, Saint Pierre and Miquelon, Saint Barthélemy, Saint Martin (French part), and Wallis and Futuna Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
312,Guadeloupe,2010,International migrant stock: Both sexes (number),"94,942","For statistical purposes, the international migrant population includes persons born in Regions of Metropolitan France and in French Guiana, French Polynesia, Martinique, Mayotte, New Caledonia, Réunion, Saint Pierre and Miquelon, Saint Barthélemy, Saint Martin (French part), and Wallis and Futuna Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
312,Guadeloupe,2010,International migrant stock: Both sexes (% total population),23.2,"For statistical purposes, the international migrant population includes persons born in Regions of Metropolitan France and in French Guiana, French Polynesia, Martinique, Mayotte, New Caledonia, Réunion, Saint Pierre and Miquelon, Saint Barthélemy, Saint Martin (French part), and Wallis and Futuna Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
312,Guadeloupe,2010,International migrant stock: Male (% total Population),22.5,"For statistical purposes, the international migrant population includes persons born in Regions of Metropolitan France and in French Guiana, French Polynesia, Martinique, Mayotte, New Caledonia, Réunion, Saint Pierre and Miquelon, Saint Barthélemy, Saint Martin (French part), and Wallis and Futuna Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
312,Guadeloupe,2010,International migrant stock: Female (% total Population),23.9,"For statistical purposes, the international migrant population includes persons born in Regions of Metropolitan France and in French Guiana, French Polynesia, Martinique, Mayotte, New Caledonia, Réunion, Saint Pierre and Miquelon, Saint Barthélemy, Saint Martin (French part), and Wallis and Futuna Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
312,Guadeloupe,2015,International migrant stock: Both sexes (number),"90,956","For statistical purposes, the international migrant population includes persons born in Regions of Metropolitan France and in French Guiana, French Polynesia, Martinique, Mayotte, New Caledonia, Réunion, Saint Pierre and Miquelon, Saint Barthélemy, Saint Martin (French part), and Wallis and Futuna Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
312,Guadeloupe,2015,International migrant stock: Both sexes (% total population),22.5,"For statistical purposes, the international migrant population includes persons born in Regions of Metropolitan France and in French Guiana, French Polynesia, Martinique, Mayotte, New Caledonia, Réunion, Saint Pierre and Miquelon, Saint Barthélemy, Saint Martin (French part), and Wallis and Futuna Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
312,Guadeloupe,2015,International migrant stock: Male (% total Population),20.8,"For statistical purposes, the international migrant population includes persons born in Regions of Metropolitan France and in French Guiana, French Polynesia, Martinique, Mayotte, New Caledonia, Réunion, Saint Pierre and Miquelon, Saint Barthélemy, Saint Martin (French part), and Wallis and Futuna Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
312,Guadeloupe,2015,International migrant stock: Female (% total Population),24,"For statistical purposes, the international migrant population includes persons born in Regions of Metropolitan France and in French Guiana, French Polynesia, Martinique, Mayotte, New Caledonia, Réunion, Saint Pierre and Miquelon, Saint Barthélemy, Saint Martin (French part), and Wallis and Futuna Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
312,Guadeloupe,2024,International migrant stock: Both sexes (number),"89,610","For statistical purposes, the international migrant population includes persons born in Regions of Metropolitan France and in French Guiana, French Polynesia, Martinique, Mayotte, New Caledonia, Réunion, Saint Pierre and Miquelon, Saint Barthélemy, Saint Martin (French part), and Wallis and Futuna Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
312,Guadeloupe,2024,International migrant stock: Both sexes (% total population),23.9,"For statistical purposes, the international migrant population includes persons born in Regions of Metropolitan France and in French Guiana, French Polynesia, Martinique, Mayotte, New Caledonia, Réunion, Saint Pierre and Miquelon, Saint Barthélemy, Saint Martin (French part), and Wallis and Futuna Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
312,Guadeloupe,2024,International migrant stock: Male (% total Population),22.2,"For statistical purposes, the international migrant population includes persons born in Regions of Metropolitan France and in French Guiana, French Polynesia, Martinique, Mayotte, New Caledonia, Réunion, Saint Pierre and Miquelon, Saint Barthélemy, Saint Martin (French part), and Wallis and Futuna Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
312,Guadeloupe,2024,International migrant stock: Female (% total Population),25.3,"For statistical purposes, the international migrant population includes persons born in Regions of Metropolitan France and in French Guiana, French Polynesia, Martinique, Mayotte, New Caledonia, Réunion, Saint Pierre and Miquelon, Saint Barthélemy, Saint Martin (French part), and Wallis and Futuna Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
316,Guam,2005,International migrant stock: Both sexes (number),"74,743","For statistical purposes, the international migrant population includes persons born in the 50 states of the United States of America, the District of Columbia, Puerto Rico, Northern Mariana Islands, and the United States Virgin Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
316,Guam,2005,International migrant stock: Both sexes (% total population),45.5,"For statistical purposes, the international migrant population includes persons born in the 50 states of the United States of America, the District of Columbia, Puerto Rico, Northern Mariana Islands, and the United States Virgin Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
316,Guam,2005,International migrant stock: Male (% total Population),45.9,"For statistical purposes, the international migrant population includes persons born in the 50 states of the United States of America, the District of Columbia, Puerto Rico, Northern Mariana Islands, and the United States Virgin Islands.","United Nations Population Division, New York, International migrant stock: The 2024 Revision, last accessed April 2025."
